,編號,格式名,Class Name,訂單狀態,訂單日期,訂單歸戶碼,商品歸戶碼,訂購人歸戶碼,其他,備註,Required headers,js
,165,"媽咪拜
Mamibuy",MAMIBUYTW_1550209318,狀態,付款時間,單號,"[商品貨號, 商品樣式]",收件人手機,"單號, 商品總售價",,"狀態,付款時間,單號,[商品貨號, 商品樣式],收件人手機,單號, 商品總售價","{""order_external_id"":[""單號""],
 ""order_status"":[""狀態""],
 ""order_date"":[""付款時間""],
 ""product_external_id"":[[""商品貨號"", ""商品樣式""]],
 ""client_external_id"":[""收件人手機""],
 ""others"":[""單號"", ""商品總售價""]}"
,164,"BOOKS
博客來",BOOKSTW_1546918295, ,轉單日期,訂單編號,貨號,聯絡電話,"進貨價, 訂購量, 應付金額,訂單編號",," ,轉單日期,訂單編號,貨號,聯絡電話,進貨價, 訂購量, 應付金額,訂單編號","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""轉單日期""],
 ""product_external_id"":[""貨號""],
 ""client_external_id"":[""聯絡電話""],
 ""others"":[""進貨價"", ""訂購量"", ""應付金額"",""訂單編號""]}"
,163,"udn
買東西",UDN_1550215611,,訂購日期,購物車編號,廠商料號,"[收貨人市話, 收貨人手機]","購物車編號, 售價(促銷價)-小計, 進貨價-小計",,",訂購日期,購物車編號,廠商料號,[收貨人市話, 收貨人手機],購物車編號, 售價(促銷價)-小計, 進貨價-小計","{""order_external_id"":[""購物車編號""],
 ""order_status"":[],
 ""order_date"":[""訂購日期""],
 ""product_external_id"":[""廠商料號""],
 ""client_external_id"":[[""收貨人市話"", ""收貨人手機""]],
 ""others"":[""購物車編號"", ""售價(促銷價)-小計"", ""進貨價-小計""]}"
,162,"momo
摩天商城(批次)",MOMOMALLTW_1550212156,配送狀態,付款日,訂單編號,"[商店品號, MoMo商品編號]","[訂購人行動電話, 訂購人電話, 收件人行動電話, 收件人電話]",,,"配送狀態,付款日,訂單編號,[商店品號, MoMo商品編號],[訂購人行動電話, 訂購人電話, 收件人行動電話, 收件人電話],","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""配送狀態""],
 ""order_date"":[""付款日""],
 ""product_external_id"":[[""商店品號"", ""MoMo商品編號""]],
 ""client_external_id"":[[""訂購人行動電話"", ""訂購人電話"", ""收件人行動電話"", ""收件人電話""]],
 ""others"":[]}"
,161,"friDay
購物",FRIDAYTW_1546923251,訂單狀態,訂單時間,訂單編號,規格條碼或編號,"[收件人手機, 收件人電話]",,,"訂單狀態,訂單時間,訂單編號,規格條碼或編號,[收件人手機, 收件人電話],","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""訂單時間""],
 ""product_external_id"":[""規格條碼或編號""],
 ""client_external_id"":[[""收件人手機"", ""收件人電話""]],
 ""others"":[]}"
,138,松果購物,PCONE_1547101550,,付款日期,訂單編號,,"付款日期,訂單編號",,,",付款日期,訂單編號,,付款日期,訂單編號,","{""order_external_id"":[""訂單編號""],
 ""order_status"":[],
 ""order_date"":[""付款日期""],
 ""product_external_id"":[],
 ""client_external_id"":[""付款日期"",""訂單編號""],
 ""others"":[]}"
,132,"Shopee
蝦皮商城",SHOPEE_1546673703, ,,,,"[電話號碼, SHOPEE_ACCOUNT]",,," ,,,,[電話號碼, SHOPEE_ACCOUNT],","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[[""電話號碼"", ""SHOPEE_ACCOUNT""]],
 ""others"":[]}"
,131,SHOPLINE,SHOPLINE_1545715463,訂單狀態,訂單日期,訂單號碼,商品貨號,"[電話號碼, 手機, 電郵, SHOPLINE_ACCOUNT]",,,"訂單狀態,訂單日期,訂單號碼,商品貨號,[電話號碼, 手機, 電郵, SHOPLINE_ACCOUNT],","{""order_external_id"":[""訂單號碼""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""訂單日期""],
 ""product_external_id"":[""商品貨號""],
 ""client_external_id"":[[""電話號碼"", ""手機"", ""電郵"", ""SHOPLINE_ACCOUNT""]],
 ""others"":[]}"
,130,"Yahoo
拍賣",YAHOO_1546677052,訂單狀態,訂單成立時間,"[訂單編號, 帳單編號]",商品編號,"取件人姓名,手機",,,"訂單狀態,訂單成立時間,[訂單編號, 帳單編號],商品編號,取件人姓名,手機,","{""order_external_id"":[[""訂單編號"", ""帳單編號""]],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""訂單成立時間""],
 ""product_external_id"":[""商品編號""],
 ""client_external_id"":[""取件人姓名"" , ""手機""],
 ""others"":[]}"
,120,"ORDERLY
產品資料表",ORDERLY_PRODUCTS, ,,,,,,," ,,,,,","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[],
 ""others"":[]}"
,114,"PChome
線上購物中心",PCHOME_1542886013,確認,轉單日期,訂單編號,廠商料號,"[收貨人電話, 收貨人]",,,"確認,轉單日期,訂單編號,廠商料號,[收貨人電話, 收貨人],","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""確認""],
 ""order_date"":[""轉單日期""],
 ""product_external_id"":[""廠商料號""],
 ""client_external_id"":[[""收貨人電話"", ""收貨人""]],
 ""others"":[]}"
,106,"Shopline
會員",shopline_1542424045, ,,,,"[會員綁定手機號碼, 電話號碼, 電郵, 顧客ID, sudo_client_external_id, 收件人電話]",,會員資料表," ,,,,[會員綁定手機號碼, 電話號碼, 電郵, 顧客ID, sudo_client_external_id, 收件人電話],","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[[""會員綁定手機號碼"", ""電話號碼"", ""電郵"", ""顧客ID"", ""sudo_client_external_id"", ""收件人電話""]],
 ""others"":[]}"
,102,趣遊網,KITRAVEL_1542017179,訂單狀態,訂單日期,訂單編號,商品編號,"[手機號碼, Email]",,,"訂單狀態,訂單日期,訂單編號,商品編號,[手機號碼, Email],","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""訂單日期""],
 ""product_external_id"":[""商品編號""],
 ""client_external_id"":[[""手機號碼"", ""Email""]],
 ""others"":[]}"
,90,"Pinkoi
亞洲領先設計",PINKOI_1539258313,訂單類型,訂單成立日期,訂單編號,,"[購買人電話, 收件人電話]","訂單編號, 小計",,"訂單類型,訂單成立日期,訂單編號,,[購買人電話, 收件人電話],訂單編號, 小計","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單類型""],
 ""order_date"":[""訂單成立日期""],
 ""product_external_id"":[],
 ""client_external_id"":[[""購買人電話"", ""收件人電話""]],
 ""others"":[""訂單編號"", ""小計""]}"
,62,QDM,QDM_1542424000,訂單狀態,購買日期,訂單編號,SKU,"[購買人電話, 電子郵件, 客戶ID]",,,"訂單狀態,購買日期,訂單編號,SKU,[購買人電話, 電子郵件, 客戶ID],","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""訂單狀態""],
 ""order_date"":[""購買日期""],
 ""product_external_id"":[""SKU""],
 ""client_external_id"":[[""購買人電話"", ""電子郵件"", ""客戶ID""]],
 ""others"":[]}"
,43,"QDM
會員資料",QDM_1545019685,,,,,"[電話, email, 客戶ID]",,,",,,,[電話, email, 客戶ID],","{""order_external_id"":[],
 ""order_status"":[],
 ""order_date"":[],
 ""product_external_id"":[],
 ""client_external_id"":[[""電話"", ""email"", ""客戶ID""]],
 ""others"":[]}"
,39,"Accupass
活動通",ACCUPASS_1562839149,狀態,報名時間(GTM+8),訂單編號,,"[訂購人手機, 訂購人Email, 會員編號, 參加人手機, 參加人Email]",,,"狀態,報名時間(GTM+8),訂單編號,,[訂購人手機, 訂購人Email, 會員編號, 參加人手機, 參加人Email],","{""order_external_id"":[""訂單編號""],
 ""order_status"":[""狀態""],
 ""order_date"":[""報名時間(GTM+8)""],
 ""product_external_id"":[],
 ""client_external_id"":[[""訂購人手機"", ""訂購人Email"", ""會員編號"", ""參加人手機"", ""參加人Email""]],
 ""others"":[]}"
